mmsi,port,port_utilization,congestion_index,recent_avg_delay,arrival_day,vessel_age,berth_delay_hours
352978124,Paradip,88.67286213072643,0.887977653329933,6.042348625829895,17,2.6572341025191353,31.62493542203128
538004587,Gangavaram,71.233408491891,0.5539741827785236,14.248759692422208,9,18.41114480174213,33.12469061341107
352122000,Krishnapatnam,71.98041800568245,0.907736617176679,6.587461522177482,10,12.706990789054773,34.10379377365906
419001155,Paradip,95.42806165974747,0.6216719532249202,18.38440241978702,2,14.938397017252376,44.282699790607765
538004587,Gangavaram,88.71047915995894,0.7341127982761304,14.919876760508963,27,5.785735442359384,35.01589270349535
419000456,Haldia,96.93224861040285,0.8768711850262357,13.593669438333015,13,21.508181847820367,40.53374331398169
538004587,Krishnapatnam,66.84321205083475,0.5270762021815969,14.179830440973758,6,2.0429063165622035,25.318267335426885
419000456,Haldia,66.62313378082041,0.547000791859014,5.271010662365175,28,11.381410994980968,32.685247770159954
538004587,Gangavaram,94.40034950516537,0.7712065998033493,18.03414902753178,24,22.710287402729893,41.31674927264397
419001951,Haldia,54.891001112566016,0.5770728643950378,12.103734500063394,3,20.94946485827483,25.286000113005937
538004209,Visakhapatnam,73.53080720094442,0.7382808573850941,17.44725638512201,23,16.988277109222246,34.23277138409229
374787000,Kolkata,93.55106422685172,0.548132219742122,16.426777754366732,6,18.99190286098346,47.482854741523404
538004587,Krishnapatnam,90.63323756791479,0.508724368131082,16.840618817380914,10,7.310774521819446,38.8384605467538
419001155,Paradip,53.54258921652282,0.9568677166624074,19.469521804555583,11,24.106653907854525,35.83404641662638
538004209,Visakhapatnam,91.73123807251187,0.6295979680242478,16.25827933212464,15,13.024380816790975,36.88980998230525
352978124,Paradip,85.16387981499125,0.589656030942857,10.842554629522379,10,8.821560305190024,28.530747555281827
419000456,Haldia,83.99360572722384,0.9107622533697679,6.016905172241552,22,18.065160184191253,31.398246450215357
419001951,Kolkata,93.05910521774668,0.9607007622697761,19.23791031037012,27,5.424109463316848,40.79601654813362
419000183,Visakhapatnam,87.80330835288476,0.8029236156653583,7.808556253844605,11,7.363936502201662,32.37214828374856
419000456,Haldia,55.465096230755336,0.5778861408270981,10.406690086909062,24,11.35017545675151,25.453469513971164
374787000,Haldia,54.020735029568996,0.5402007891063569,7.890334900000225,25,22.48284273535866,32.95675557966381
374787000,Kolkata,52.330141314508204,0.5348138478052326,16.280955761002232,21,8.307902398311212,31.418075205768822
538004587,Gangavaram,56.811287122123574,0.7278355065983371,17.920335115822823,24,24.86121606965736,35.55966882235656
419000456,Haldia,95.72696113875483,0.5374039301972934,6.8087875903908355,14,16.981781246292613,35.91062976798335
419000114,Krishnapatnam,96.6906399474968,0.5394698329925345,12.222903537488358,4,12.665249522025194,33.31727887903914
419000456,Kolkata,71.23136796482206,0.5737859029313719,12.881991130088853,27,15.422940941889882,30.428994406144856
352122000,Gangavaram,92.48392190017248,0.8825100121056632,17.337932854670253,10,11.41834811165858,39.76138960619039
538004209,Visakhapatnam,82.38035724533503,0.9662956783850492,8.263711894317918,18,10.031287942691156,37.20251149796326
538004587,Krishnapatnam,53.00497306473952,0.9139199184685005,14.323349435537471,21,10.146412373442281,27.887695175731356
538004587,Krishnapatnam,76.25710659683101,0.5802797986073812,12.841813986345013,10,13.720126546024433,33.48079089283321
352122000,Krishnapatnam,64.69306261268267,0.9059197484018682,7.9325262752103844,20,20.739839384533404,27.01811586010629
374787000,Kolkata,60.558935221748996,0.6048220766655326,8.604146020301066,7,3.943104589558218,29.975852806639203
538004209,Visakhapatnam,77.25272012576214,0.741776373482707,14.086736624502716,6,10.678138156230776,36.57995129329936
352122000,Krishnapatnam,73.0673908526583,0.5482371259336306,17.003852055285975,17,14.603795330413437,38.497345271061725
419000114,Gangavaram,51.791292731992506,0.7813462974872103,9.47377717050476,18,15.461036287293098,22.90433379269077
419001951,Kolkata,67.87049302875234,0.7484895326900627,19.31486924268097,16,13.97585515758298,29.589272279693972
419000114,Gangavaram,98.92538625086345,0.802252831924587,9.536721295502048,25,6.881694741902271,40.99038877399462
374787000,Kolkata,81.38979184219613,0.8451505074067707,8.064333142933393,9,7.062638504094505,36.81108678950666
419000114,Krishnapatnam,97.65134383004556,0.8085659859862293,6.664960757372748,9,9.19398330402417,40.20815758205187
419000183,Visakhapatnam,81.22739863868782,0.801579079470877,19.596891683529975,11,5.990454864612392,36.890613613970096
374787000,Kolkata,86.13557450302609,0.6111330251238521,6.413804797530867,6,5.553434236655424,35.89317171037473
374787000,Kolkata,68.29743492397905,0.8521279440775215,11.131935787408011,6,4.987090721707896,29.122650489468587
352122000,Krishnapatnam,61.37226394039645,0.7559282393144715,7.048421124451205,18,20.84694571611599,37.206774203795355
419001951,Kolkata,52.18034738603726,0.5413344728404018,11.666935265318974,3,9.319985133712485,25.493765262162253
352122000,Gangavaram,69.64560386087598,0.9419234346017411,7.998010285114024,24,15.523324814887818,35.815444145218116
374787000,Kolkata,82.43044783522933,0.7470321141430558,16.55964630380373,25,19.68325806236914,43.34541324514923
538004587,Krishnapatnam,75.39713470110757,0.8177054243792915,11.372079882754011,16,14.796085602590049,34.24161686480307
538004209,Visakhapatnam,92.3955296145296,0.7083097759870618,11.870345471075282,20,16.55660147232718,38.464115991085826
419001951,Haldia,58.37552064413608,0.6658635015521817,6.988441614968302,26,11.271920759035046,28.594725988463974
419000456,Kolkata,78.76849106977525,0.6662023450690623,16.522911899639325,21,24.075164876786943,32.70296300532017
419000456,Haldia,79.09766423971683,0.6451613071580518,19.863044120998502,14,22.539922457159033,37.28196317094561
419001951,Haldia,54.12958956023546,0.988341745670508,9.886602419050446,11,23.758831543872766,33.071945398362125
419001951,Kolkata,56.40584706000734,0.500660064330696,10.636601303865566,9,20.598128866468937,29.66274639925771
419000456,Haldia,52.68557385253401,0.6174214266345872,19.21600573225274,25,8.773818903422828,27.353557648566376
538004587,Krishnapatnam,72.13039191982425,0.6485435054777833,19.283890319376574,11,20.43535335729838,37.22278824017373
419000456,Haldia,62.06669255071188,0.637862321113537,13.464756013757022,26,8.962093144081525,30.901837552062172
419000183,Visakhapatnam,99.61258235130002,0.7982532244884377,19.225451434156152,8,8.653168673636706,44.832817729704644
419000183,Visakhapatnam,69.44869460061497,0.6922109315459158,11.224906877557805,18,23.28084464075403,27.884895498238347
374787000,Kolkata,97.9973374534861,0.7561269138896531,7.725062732686257,21,20.249675957741093,40.31060005087605
352978124,Paradip,97.15884854217231,0.6655699226198111,11.022543807160346,28,12.753073025532565,42.44341293499525
419000183,Visakhapatnam,91.19170376269747,0.8621373571493922,10.865537766587822,20,5.143292565725526,38.002389227397906
538004209,Visakhapatnam,82.61084702745791,0.5456873461268358,13.299678319723062,19,22.648742585885042,37.30514020201778
352978124,Paradip,98.19577786928139,0.6386330524672155,19.614786682670776,21,11.571095027116746,44.842030524781414
419000183,Visakhapatnam,71.91025885199642,0.7184453604304913,16.848504756845625,6,22.615348368408224,30.748270100229256
352978124,Paradip,90.3553606433567,0.922779534918303,11.870213710984862,22,14.658626673450044,40.3460366381781
419001155,Paradip,62.50995189460378,0.5538807009355551,11.394777778637906,1,14.732472661681676,28.93999100186087
419000456,Kolkata,86.22306683394967,0.5948563158219673,5.055781058565457,23,9.636608051867427,32.74817251488605
352122000,Krishnapatnam,70.52746971930685,0.5953037130458299,7.066995869184927,18,4.895748707678699,27.540503818177616
374787000,Haldia,59.29296470901894,0.808326807538088,14.010376660050724,14,19.052406907200815,29.246304361181505
419000183,Visakhapatnam,66.89758726848487,0.6237964773668982,10.56707735773051,4,24.491430802905317,32.873221441157916
538004209,Visakhapatnam,54.022923524740484,0.6467440325506941,13.42459225730543,15,4.39079764941125,25.95269180857655
419000183,Visakhapatnam,94.72453669246883,0.8384645572760987,7.763137727778572,14,14.953690390889207,38.66590870651513
352978124,Paradip,97.36718195935502,0.8320761516885473,18.566073169265557,2,6.8524037903560275,45.22301457657393
352978124,Paradip,96.44545238411726,0.6591064682125496,17.794861831940864,28,13.298517049858177,41.378448704928395
419001155,Paradip,57.272444380786055,0.6274924230047934,14.847233652416707,12,20.741284416126867,28.05942446402512
419000456,Kolkata,88.76332623742613,0.5473023457004685,14.182300558276303,16,18.530197055891012,44.70358776663106
419000456,Kolkata,73.5860538622928,0.548036221280966,11.548750192981764,9,13.487361830428265,32.71590427431998
538004209,Visakhapatnam,72.08707836880379,0.8206725654010407,15.49668259267913,23,8.23475061667889,34.219849772542474
352122000,Gangavaram,59.765513744375255,0.9625630421740722,10.747384475890474,1,11.780464192120133,30.452361404170173
538004587,Krishnapatnam,59.41853144798523,0.8868991442500882,5.712980528001813,19,2.3521049590154197,24.457682383053513
419000456,Kolkata,81.58642588828559,0.8719777087328806,8.843170452939859,2,6.4793795488660155,30.905908212274017
419000456,Kolkata,76.64512091543361,0.8087456865710683,10.258215753543189,11,10.975413135864404,29.837990655666633
419001155,Paradip,69.77189118196465,0.6853295384072622,9.397652542778035,17,22.81199848373544,38.42617780685524
352978124,Paradip,53.677394814053606,0.6410162742125758,18.242695407934463,27,8.548896081036201,22.488639106780205
419000183,Visakhapatnam,54.76054626634454,0.9607071244437697,18.115840236230923,5,17.1569623901589,33.18631317999931
419000183,Visakhapatnam,65.2752466239565,0.6527127687437412,17.661386185296344,19,15.133156442701011,34.752336404564076
419000183,Visakhapatnam,66.9006910698801,0.559638223526532,13.617005775021909,21,16.86783004036787,29.22519445689893
538004209,Visakhapatnam,59.27754704530896,0.8233460257575419,8.161287191819415,13,8.327654890313411,27.119730491723896
419000183,Visakhapatnam,65.49825964491407,0.9180081638035882,9.49071118264928,18,7.967879648300291,33.078361387555056
538004209,Visakhapatnam,51.41310383037373,0.6413024196726205,14.155927719625947,4,21.27788264172622,27.541491776963674
538004587,Gangavaram,76.10413833637854,0.764125997337681,8.059086691948108,23,14.825691578895787,34.97467416634796
419000183,Visakhapatnam,83.12838469669636,0.9134533818134534,13.741483598127646,22,4.3204480996573835,33.00406163366644
419001155,Paradip,89.91113333667053,0.8753317464281152,5.399771132720171,22,23.249704444077175,37.072179733607804
419001951,Haldia,73.64210876769546,0.5209929204687133,15.042318327989788,14,14.550383282068381,32.26919147122399
538004209,Visakhapatnam,87.50382357671867,0.8513327637059107,11.779212148516525,18,3.2810516816838655,34.64305882261431
352122000,Gangavaram,61.91740913257822,0.8984038262546215,17.177258343115405,27,8.784216771952421,28.0182950849522
419000183,Visakhapatnam,57.87514375946888,0.5492128895858197,16.47267550527745,23,17.44238161864363,32.169240900023
419001951,Kolkata,57.93786667999514,0.5023875489490413,18.959179545945396,19,7.411546621918695,27.69856483189893
538004209,Visakhapatnam,60.12674848790569,0.7722326130964317,14.664093507299762,14,24.298080335961895,29.923637098544116
374787000,Kolkata,82.4470026019878,0.5783594993274106,19.49182795014496,5,10.822069412530517,37.989602961083534
538004209,Visakhapatnam,55.467051477507084,0.8643722298763478,17.454698021762457,28,11.761612783145482,34.52330700150539
352978124,Paradip,55.157468380447995,0.635327641454449,17.05812712052121,16,20.79508958760608,35.59987966951686
419000456,Haldia,64.2091280308195,0.5347709695571176,17.631215958015645,28,14.874717228541172,31.605292892393376
419000456,Kolkata,92.77133612139943,0.8837609805155386,7.660292747309866,26,16.001039203782035,37.196068987455845
419000114,Gangavaram,92.54349133132027,0.7489561125723216,12.344209947109873,4,20.327737799987876,38.16038109216649
374787000,Haldia,90.29936755405761,0.5070272993415049,10.761674765778494,18,6.5496981637559815,35.64993242379249
352122000,Krishnapatnam,84.132140315344,0.8064215610084278,13.331211306553,28,17.698116210703105,40.29709822566857
538004587,Gangavaram,75.05335393526285,0.5383648218051722,9.541815688229354,9,6.263625605133359,30.68961155620926
374787000,Haldia,61.2004400655666,0.9914799537449879,10.246665846699349,26,12.199484311691743,30.118485259054438
374787000,Haldia,64.96673036227568,0.6512345896344545,16.79799567883383,15,6.297707278513326,32.32316374561793
419000183,Visakhapatnam,76.68736536019128,0.68547076713282,12.415080889638569,17,8.534068371964882,33.4686906957959
419001951,Kolkata,71.99562889765669,0.5091487882801451,17.852874654260965,27,6.093205735600818,34.766902427158435
419000456,Haldia,70.96525385402077,0.5160133726150651,14.391588744202094,27,11.179850541676842,31.7208418644151
419000456,Kolkata,73.29328738581634,0.7348560427713071,18.91701419644973,23,13.40619169606073,41.413358075968404
374787000,Haldia,60.170241101851815,0.727822029846469,6.805024866494355,6,19.127181009152643,28.276191132128282
419001951,Kolkata,82.90006756001331,0.6146380660785862,6.470382450793599,21,6.140540769256397,28.61315248245968
374787000,Haldia,64.66969393922821,0.7445474850896148,10.743607635208374,14,18.51753081261067,26.69774191440837
352978124,Paradip,77.49328338668705,0.7971911445314448,7.515987835079709,28,15.468471096463414,32.54422503882581
419001951,Haldia,69.66421183770079,0.5273422093750907,15.367651574864189,11,7.203526648297803,26.060465884284994
538004209,Visakhapatnam,79.17080786335248,0.9506208737631128,15.133589003433585,26,3.6626803761913673,32.3733106548133
419001155,Paradip,72.86326840150127,0.9712126128222087,11.055930513671148,23,18.538825304730345,34.73252436955032
352122000,Gangavaram,78.90928437057948,0.8547526040802016,15.607718020886974,7,22.761742346710466,43.74695083458812
419001155,Paradip,67.1783198765652,0.8058343611066088,14.011195843908636,8,4.333801161026015,29.115618630053625
374787000,Kolkata,97.78378495435464,0.989818255434413,17.545011059456193,10,15.126464881074211,46.731032978514925
419000456,Kolkata,92.774801580824,0.8320383230784563,10.098944478228537,25,10.054469640368161,42.22087131878137
352978124,Paradip,76.31587302636916,0.713471836590343,5.699138031756496,24,14.014170734059126,35.19564593337913
352122000,Krishnapatnam,67.36531920543399,0.9036076694537452,6.513774180390608,25,6.929991089585928,32.91913150114112
419001155,Paradip,76.00754481526806,0.691128673680449,5.385421275714222,6,20.9828484599656,30.245754976350934
538004587,Krishnapatnam,53.66461502658273,0.6062781778123683,19.13683571199998,13,14.57415639157684,27.77578402068897
419000456,Kolkata,61.39207622138874,0.5595158791239354,13.294392735948671,28,3.330598134671347,23.35712401366326
352978124,Paradip,74.13533759871595,0.7337283876795551,12.768645379584932,14,6.882761615216403,36.73039930077029
419000456,Haldia,57.71783951126917,0.8158245054958727,14.038518287509971,12,17.861171191972105,33.405475344010064
419000456,Kolkata,69.91144526265998,0.5693901294748658,17.822012348508206,24,19.681696421738504,33.5136815066821
538004209,Visakhapatnam,81.73275181971506,0.5316024416998406,13.366536942696895,19,5.101747145943271,34.317757662572845
374787000,Kolkata,65.34744026446285,0.6736858439514268,13.807390928413987,7,19.41487475065977,36.15667917264737
352122000,Krishnapatnam,76.82712045226639,0.867113524587437,19.26182430085443,19,8.781709092674413,39.207572836977334
352978124,Paradip,76.66489703764937,0.7135204959818777,6.615020409290828,18,6.2757550795714625,31.77541132824887
538004209,Visakhapatnam,89.17393594541203,0.8953368702138744,18.568402968278505,4,10.568921083719298,36.49982171844546
352978124,Paradip,68.91315087253687,0.7791789011892467,18.49148153182987,1,4.568382285286914,34.47625295184598
419001951,Haldia,84.54735061371761,0.5872355639844558,14.227832679708722,13,5.384996320202932,36.350187452689646
374787000,Haldia,98.93023305164564,0.7216161795790951,8.790299020690249,22,19.322917348167955,37.781479807498
538004587,Krishnapatnam,80.9721109671124,0.5554170077882974,14.41030264952289,11,11.719989403944592,32.611043639725885
419001951,Kolkata,67.7005405727784,0.7946151982016871,16.92809232722499,24,8.493587512779708,37.15340544806297
419000114,Krishnapatnam,58.71843416804644,0.7311062709641669,5.333666262788849,18,17.902188656866322,25.969153743107235
374787000,Kolkata,54.90975186931236,0.7420696008402936,15.096473194217467,28,22.411014928498588,33.557491551925324
419000114,Krishnapatnam,61.89933054763536,0.974629276703232,15.013547224460982,2,20.16897467648024,34.24218792323239
374787000,Haldia,75.4383677502513,0.8934013861793999,7.358944612980751,21,19.35210625989304,29.84382784450299
419001951,Haldia,74.71749505467933,0.8040590597010226,6.5102233537658245,8,15.467188208046766,26.25001068646769
374787000,Haldia,93.43766903570035,0.5049913347492415,9.2378158760294,11,6.099769610048642,32.36636273164196
374787000,Haldia,99.96595537319706,0.8175241365672312,10.932810278823677,15,4.015206723573464,34.15421501903434
419001951,Kolkata,86.12751046766127,0.9058800239327225,17.828541254655438,5,22.501478351806536,39.13789666272197
538004209,Visakhapatnam,84.06392190124762,0.6448171555916817,19.5750260522952,5,3.001536993101337,32.70750209930962
538004587,Gangavaram,86.48070717507645,0.9283253423366419,19.108396497017704,24,7.9855543481794165,39.36739456692948
419000114,Krishnapatnam,75.66889739337613,0.7004124307491667,5.325796916638838,23,4.6714379306348155,24.737417440472942
374787000,Haldia,58.24302709634642,0.8910773641558923,19.087745454290783,3,3.9835118075215687,31.57731912333648
419000114,Gangavaram,98.08842148080544,0.8020861909451866,19.1902720085474,22,24.575408371626445,41.85158100140872
419001155,Paradip,97.17391666039777,0.57602857151132,6.857395138316514,7,3.534500519054798,40.15380414102331
419000183,Visakhapatnam,93.62048758738919,0.624796072953848,9.001063902481865,9,18.148365875039822,42.25307659374147
419000114,Krishnapatnam,59.026253217549225,0.7769871025487489,10.165602192935058,26,24.88230233209926,29.307852685426706
352978124,Paradip,65.47894842341475,0.8316146854424479,15.728847652626945,2,13.049430784108282,29.65252174237927
419001951,Haldia,64.98135827576664,0.9574091403315236,8.887924860354872,20,21.74854904167516,37.32682170559776
352978124,Paradip,97.9342716577466,0.7861889209336135,12.399591715388697,23,12.284250367582127,42.67298999127088
374787000,Haldia,90.3811018217096,0.9243876821224538,12.340736510085808,24,6.582270657110481,43.76730094423565
419000456,Haldia,80.96945195599791,0.5008682818993875,9.347688571005774,24,22.759999452600415,39.84853042862672
374787000,Haldia,99.23517767007864,0.7438622192669164,13.432614441753012,7,8.835401214420731,37.82400286661328
352122000,Gangavaram,95.06946710188991,0.9121140377752291,13.47539831161302,3,21.312064677281175,41.71181647841755
419000456,Haldia,69.5641088893201,0.9104679859292328,12.124849711312581,26,12.21580954320663,32.271485254343304
538004587,Gangavaram,94.84190611382581,0.6215744531872571,18.08705401846633,7,6.256321754123701,44.46252699957803
374787000,Haldia,57.855428414549294,0.7634487162801984,12.641607755643122,5,13.72645586102406,34.801751587498636
352122000,Gangavaram,60.134513129283505,0.9901692776230782,17.69914325734422,27,11.05062881057476,32.445459886109674
419000114,Gangavaram,93.08511975830783,0.67062941725082,18.84486036255609,11,10.547923711648476,36.293100541436196
352122000,Gangavaram,53.124306135078804,0.7820551875372376,18.85108848800461,28,22.685050693510945,36.2168211871227
538004209,Visakhapatnam,60.59306884451878,0.9605778088942498,16.281564511734043,26,13.413123327740566,29.43599833874398
538004209,Visakhapatnam,97.53678441298607,0.9507875498551189,6.819329505581578,26,7.19414492505534,41.180591598947466
352122000,Gangavaram,70.24192517422476,0.545755413599547,5.884793104960538,17,18.968990540750113,30.046059392649823
419001951,Kolkata,70.6286058674548,0.7621349597275408,8.104430964748992,23,6.049615919305901,28.92929146647833
419000183,Visakhapatnam,91.56160540030831,0.7565207722394268,15.657789885827096,28,20.94968855768739,44.46113304988235
419000456,Kolkata,64.74668442075196,0.9198193784318655,18.070064724409832,25,23.033747177334458,37.71993093158226
419000456,Haldia,77.84263380896957,0.8311083442748137,16.8935778197391,22,21.776894007816132,39.08131111996776
538004587,Gangavaram,99.71389491967665,0.7951350559620494,19.142836589638648,13,23.897009688593105,45.74846773299862
352122000,Gangavaram,62.15200992159946,0.5592231751516186,12.270812647634486,20,7.725705647726841,29.82385730027761
538004209,Visakhapatnam,68.34915703965885,0.8844134279797081,7.387729882869495,13,2.5009340407834286,33.933079792302244
352978124,Paradip,93.38744280892158,0.961451815853984,10.220529257665072,27,17.580395070297808,39.473208956469946
419000114,Gangavaram,91.30050643737088,0.8085669085141256,19.977593097375326,4,16.84045769590457,44.74286000231334
538004587,Gangavaram,92.25795642421369,0.5182475951925005,6.281436978356155,9,14.910197980986808,36.35628410701137
352122000,Krishnapatnam,84.32072375432517,0.9483111849196102,15.257981602787838,19,4.4459451670701275,37.35971151957507
538004587,Gangavaram,72.19367999552277,0.938078040930761,9.75591083515581,26,16.691462549418528,27.227486077287068
374787000,Haldia,64.1132415397266,0.8634428491743407,5.301741029930195,23,24.535883516941155,32.80698107761924
419000114,Krishnapatnam,79.98630462299401,0.6207653913560229,5.372049242617651,19,13.993939608923279,32.7678827300606
419001155,Paradip,71.18832103484885,0.6613006707352586,13.399297605330338,18,16.231494851316466,33.94157134893627
352122000,Krishnapatnam,67.2542594765362,0.8451429213458932,15.317593676976047,11,5.395866449721539,36.392015087615036
352122000,Krishnapatnam,63.571088409577314,0.8294745452158523,6.984144432487188,1,6.416193313144741,26.729229334829256
419000456,Kolkata,83.8058523057401,0.9376327039700031,18.22368259454642,22,5.164924453662678,36.93408076024947
419001951,Haldia,82.96438503428135,0.5058514224272175,16.00629423585309,11,24.200499970734086,40.428103318523824
352122000,Gangavaram,74.34957595356204,0.7041052671008462,11.972381303355334,16,10.548164765582298,33.27157909415172
352978124,Paradip,76.54886991654993,0.7648989461558919,9.16094694000512,23,20.60148257398437,29.544270663213414
419000456,Haldia,69.07400027392409,0.5760999532674261,6.694772299875048,1,20.470920715804763,28.21420007779799
352978124,Paradip,94.5133047879994,0.6200429659440636,17.33852415858428,22,23.221642930896994,42.605094546568424
419000183,Visakhapatnam,91.6102009162364,0.7332673674693326,8.654897675295688,17,23.66590959719808,37.843767530765604
419000114,Krishnapatnam,76.62964259587925,0.6548073345576485,16.427044788203553,13,24.212741190984826,36.222555845748275
419000456,Haldia,79.30516615542388,0.7937418507948002,9.457044793349509,28,4.865743840406051,31.420267874805475
374787000,Kolkata,75.68588077876532,0.5066006410760364,5.762154918432152,4,18.699908591898417,27.125218285750215
419000456,Kolkata,65.12437814387492,0.6800920678713421,16.50078111632551,19,6.6445764134027545,27.22643093679563
538004209,Visakhapatnam,92.64658082912925,0.7740479287643736,12.997067310045349,9,15.27306314841894,39.89963263548459
538004209,Visakhapatnam,87.9681041909861,0.7253273773629672,14.681661419403682,16,6.652994217316765,37.40004730872295
419000183,Visakhapatnam,61.59478734737663,0.7243441609259276,11.415826884561756,11,4.828522906553497,34.023559033322535
419000114,Krishnapatnam,94.6283783823661,0.8067040420669462,14.38056813300777,16,3.1609697977042046,39.88545970484736
419001951,Kolkata,96.18419994627521,0.6619812061002384,12.666570639652937,27,4.113441716102368,35.35234390094201
419001155,Paradip,77.09678587189703,0.6841835685111862,14.804748821738283,25,3.3197333600648156,29.60334753477661
352122000,Gangavaram,57.613138473198134,0.988885336182133,15.846215828798055,19,22.12248022790425,30.92449536365465
419001155,Paradip,77.8473083717341,0.5361297405396377,18.412389554494947,10,19.136197264774157,35.0734998157133
538004587,Gangavaram,80.367482605488,0.7084999184815162,10.173175512816268,4,24.875185961262787,34.831715702280555
419001951,Haldia,61.513613122824566,0.9714889100200037,8.376043290530589,11,21.421337268868207,29.04470893179142
419001951,Kolkata,86.04836208658831,0.8251534821418638,16.230839042126064,24,19.360957436161318,37.518702037806676
538004587,Gangavaram,62.59630398124427,0.6156710615091736,5.4412899931003516,28,14.542969451497456,24.01274384511607
538004587,Gangavaram,78.77596486283804,0.9351026575739264,18.808042350758978,20,7.8914503748981595,38.06983543217547
352122000,Gangavaram,96.86557771927642,0.6678839248699178,17.256327890169366,22,7.653781849270276,43.492989355156915
352978124,Paradip,68.69973906942961,0.7425939136758153,11.268888250552903,26,12.354774672314017,38.0978265429366
374787000,Haldia,85.24943066272982,0.52359346008144,16.727820906665908,5,2.232513636393534,31.241476068960004
419000183,Visakhapatnam,75.36166925395818,0.6327409361818794,13.307752399923485,20,24.483076651730237,32.722439441655695
352978124,Paradip,94.64237488631116,0.5559979897221563,19.96112043420048,4,19.957098042691715,40.34620414874573
419000456,Haldia,73.4216343450402,0.8720382035173608,8.094369945516181,26,5.490495696378565,33.589779045381114
419000183,Visakhapatnam,73.60256099595426,0.9121574083773372,7.005336168488306,23,12.757333982437311,33.79838439670912
419000183,Visakhapatnam,80.64770154827129,0.7780680789476428,11.382823537845052,20,12.162308429629523,34.88070202612095
419000183,Visakhapatnam,98.83050723640739,0.9813978158111276,12.867012729301189,28,4.87489846179907,40.49218026935552
419000456,Haldia,81.5356894909462,0.6287112840984861,5.711133583640834,26,6.882218559966241,30.106832788965047
374787000,Kolkata,88.00476243210082,0.5977656848564694,17.958192416642436,28,23.33678319328135,42.029353684812136
419000183,Visakhapatnam,79.42297031861335,0.9792485696761102,11.024290528563995,6,22.65153810178133,32.29101542728764
419001951,Kolkata,56.28128187435223,0.6972546626320291,5.834912695300323,27,20.308470614697356,24.599622045096456
419001951,Kolkata,73.16742035048662,0.5667344161118468,12.900378984777594,20,11.571695657668606,28.254956129947285
352122000,Gangavaram,72.0142243893791,0.8831784027828974,10.994648322898266,11,13.354084730162558,28.780443045135264
